gene_id,gene_name,logFC,logCPM,PValue,FDR,entrezid,aveLen,aveGc
ENSMUSG00000020491,2810021J22Rik,0.20349633150723917,3.3999537762396175,0.10666307415348443,0.23947900521207177,69944,2145,46.85314685314684
ENSMUSG00000007815,Rhoa,-0.16964847947398878,9.06328307127597,0.10678587046183333,0.23970403973913645,11848,1842.2,45.08739550537403
ENSMUSG00000029833,Trim24,0.146352450828942,6.442243716962896,0.10684635566766577,0.23978913794674536,21848,2472.375,47.33808584862733
ENSMUSG00000061894,Zscan20,0.16804730571870855,3.7264393941496188,0.10693090896378639,0.23992820342487095,269585,2775.5,53.647991352909386
ENSMUSG00000002017,Fam98a,-0.1113795557802378,5.32210943723326,0.10706784016173647,0.24017135014267926,72722,1505,47.255813953488385
ENSMUSG00000097327,E030030I06Rik,-0.39797066248773266,1.2260717012698115,0.10708481644454994,0.24017135014267926,319887,993.5,52.97768830733097
ENSMUSG00000026279,Thap4,-0.20775122138070717,4.637968399889253,0.10710710653604516,0.24017135014267926,67026,1916.5,53.665536133576815
ENSMUSG00000054404,Slfn5,-0.11114818516244777,7.1063566048262325,0.10718211106965322,0.24019157979374592,327978,2652.25,45.72532755207842
ENSMUSG00000030122,Ptms,-0.14416004534462035,7.513655799256527,0.1072013573829438,0.24019157979374592,69202,684.4,60.140268848626526
ENSMUSG00000000740,Rpl13,-0.11457266628527712,10.405831974081238,0.10724915232026265,0.24019157979374592,270106,988.6,54.157394294962565
ENSMUSG00000032905,Atg12,0.15263283891470275,5.555402953161185,0.10725673617406051,0.24019157979374592,67526,2776,44.116234390009595
ENSMUSG00000055067,Smyd3,-0.22716696995941435,4.013654707243496,0.10727326787377355,0.24019157979374592,69726,2401.714285714286,46.65714965500832
ENSMUSG00000030315,Vgll4,0.14095492240679477,5.861055973741634,0.10727538221558858,0.24019157979374592,232334,1366.4285714285713,56.04809200209095
ENSMUSG00000113836,Gm3325,-0.26282237522527485,2.1771019996745493,0.10729097654993928,0.24019157979374592,"NA",1585.3333333333333,38.267451640033684
ENSMUSG00000085334,Gm12940,0.5639041507239965,4.232813289829618,0.10729702938442143,0.24019157979374592,"NA",834.25,37.90830086904408
ENSMUSG00000029500,Pgam5,-0.11827781972905546,5.511477775948187,0.10746709490786636,0.24052159336522472,72542,1328.75,50.44214487300093
ENSMUSG00000039936,Pik3cd,-0.13420555751921684,9.088753715825774,0.10762266216583696,0.2408190262324669,18707,2565.6428571428573,57.07007433391798
ENSMUSG00000029246,Ppat,-0.24820577660319385,5.9841095794553745,0.10781828001849086,0.24120593309949662,231327,3398.6666666666665,44.37034131031778
ENSMUSG00000037935,Smarce1,-0.09104207604478759,6.960741656063789,0.1079195437226298,0.24138163685444802,57376,1390.6666666666667,46.488494726749764
ENSMUSG00000030638,Sh3gl3,-0.23731980948450507,3.148389323779216,0.1080845679034188,0.24169984847791884,20408,1181.111111111111,48.25023518344309
ENSMUSG00000039623,Ap5z1,0.2534212572678704,4.796675399661632,0.10811910609689983,0.2417261934248095,231855,2037.5714285714287,59.31430975250647
ENSMUSG00000028796,Phc2,-0.12934001468554956,6.56802623715257,0.10816762591310364,0.24177245348857876,54383,1721.5833333333333,60.336899172273576
ENSMUSG00000031065,Cdk16,0.3490825672241025,5.116731235215968,0.10819794306395644,0.24177245348857876,18555,1355.375,54.034861200774706
ENSMUSG00000029141,Slc4a1ap,0.1272644279406679,5.433483743621436,0.10820808170633624,0.24177245348857876,20534,1349.7692307692307,48.72627799623867
ENSMUSG00000050786,Ccdc126,-0.2949305110553943,2.7850826412397276,0.10841639270946177,0.24218694497579452,57895,2361.5,41.85898793139953
ENSMUSG00000026977,March7,0.1617564002347972,6.98009992543909,0.10848162548013052,0.24228171275230162,57438,2244.1111111111113,39.58013566371244
ENSMUSG00000030465,Psd3,-0.27430900137513914,3.1744197166207284,0.10853225151907844,0.2423438250232607,234353,3755.0666666666666,44.34719312573232
ENSMUSG00000033386,Frrs1,0.2179292141143955,4.18125094325104,0.10858873319523571,0.24237927476894308,20321,1868.1666666666667,46.56079935765904
ENSMUSG00000026764,Kif5c,0.2037041584146519,4.025462804239296,0.10860860471409248,0.24237927476894308,16574,1598.3333333333333,49.113660062565195
ENSMUSG00000023010,Tmbim6,-0.0926948368721223,9.370080442245028,0.10861658330824411,0.24237927476894308,110213,971.9166666666666,52.61939466689531
ENSMUSG00000032590,Apeh,-0.11526933723489291,6.969472412941135,0.1086440137533656,0.24238956397568776,235606,1636.7777777777778,55.821057633561864
ENSMUSG00000024201,Kdm4b,-0.14892833189293994,5.335731277354291,0.10867453910859302,0.24240675229136396,193796,2196.1666666666665,58.56416483266297
ENSMUSG00000031546,Gins4,-0.15471354553511577,5.186727483650196,0.10872656558661133,0.24247188319567195,109145,1349,50.8524833209785
ENSMUSG00000072294,Klf12,0.324823586290182,3.6646130504663033,0.10884970961832797,0.24267044977818272,16597,1774.5,47.96656335117871
ENSMUSG00000025410,Dctn2,0.09670417551789359,7.097521158979093,0.10886129666663912,0.24267044977818272,69654,1312.8,52.40706886045096
ENSMUSG00000004460,Dnajb11,0.10176009419453783,6.985315293383933,0.10893291517830064,0.2427791491867204,67838,1661.75,50.564164284639716
ENSMUSG00000117679,Apbb3,0.4172582641790837,4.520804008427743,0.10915769619168066,0.2432290851579677,225372,856,54.37110591900311
ENSMUSG00000030059,Tmf1,0.11726911454463328,6.005429498884474,0.10927054818754234,0.2433969633974578,232286,3149,41.55816661373983
ENSMUSG00000104453,Gm37829,-0.3781492760218792,1.3616916478016436,0.10927886635685147,0.2433969633974578,"NA",2213,43.5607772254858
ENSMUSG00000027215,Cd82,0.1268430323656008,8.692220088140388,0.10933867851859948,0.24346623971337034,12521,948.5454545454545,55.079547632739136
ENSMUSG00000015605,Srf,-0.1379248167268354,6.297183401682785,0.10935581149242043,0.24346623971337034,20807,1056,62.523674242424256
ENSMUSG00000063406,Tmed5,0.12820558126168147,6.707042920864256,0.10939854156780154,0.24350629351496705,73130,1941,40.71784303623561
ENSMUSG00000014039,Prdm15,0.23858274859350873,4.610911606432559,0.10941965156721312,0.24350629351496705,114604,2614.2727272727275,49.75136488507147
ENSMUSG00000005506,Celf1,0.1675955276706405,7.980351451275773,0.1096258446493572,0.24387097735668556,13046,4217.5,46.395122364298416
ENSMUSG00000025544,Tm9sf2,-0.09848643935003253,7.394899037068791,0.10962944048937805,0.24387097735668556,68059,1742.6666666666667,45.4475899005356
ENSMUSG00000026240,Cops7b,-0.13973946869269893,4.3246557894271564,0.10972181440703611,0.24402535859119295,26895,2176.3333333333335,50.4211977331904
ENSMUSG00000039774,Galnt12,0.12894339979809938,5.171880584646784,0.10993028837476869,0.24443783192731694,230145,2182.5,55.143184421534954
ENSMUSG00000025228,Actr1a,-0.1221177768262692,7.403299363430737,0.10996227562278761,0.24445778393998535,54130,1414.2857142857142,53.35353535353536
ENSMUSG00000054309,Cpsf3,-0.10288578030623154,6.901070071267234,0.10998996283824262,0.24445948922519167,54451,982.6363636363636,49.56055139235822
ENSMUSG00000018733,Pex12,-0.2085207825452313,3.411936522104651,0.11004100026691577,0.24445948922519167,103737,1647.7142857142858,46.19386162649556
ENSMUSG00000022799,Arhgap31,0.12546014611953551,6.672091049028185,0.11005354246115653,0.24445948922519167,12549,4159,50.84555582271381
ENSMUSG00000046605,B3gntl1,0.2903674989550399,3.884248051660743,0.11005510049659824,0.24445948922519167,210004,2176,51.930147058823486
ENSMUSG00000035268,Pkig,0.38215489337762526,1.8950529227743713,0.11010475423681566,0.24451864927941794,18769,944.6666666666666,57.10421077393555
ENSMUSG00000056260,Lrif1,0.1918763397247511,5.324062220960602,0.110238621303255,0.24473278938137683,321000,1688.8333333333333,36.99792756340666
ENSMUSG00000062901,Klhl24,0.13472452593279116,6.328449256097578,0.11026684699684602,0.24473278938137683,75785,2475.4,43.55659691363012
ENSMUSG00000026479,Lamc2,0.37075283178699275,1.835175150971265,0.11027030031813873,0.24473278938137683,16782,2385,51.94269741439549
ENSMUSG00000043801,Oaz1-ps,-0.23392919330489373,2.338114879768419,0.1104949155268455,0.24516313601326134,"NA",685,59.7080291970803
ENSMUSG00000052763,Zfp212,0.12445433386510432,4.881071281279872,0.11051036483068115,0.24516313601326134,232784,1759.5,53.82210855356638
ENSMUSG00000030751,Psma1,-0.10659324613612847,6.864531554853833,0.1105689380074183,0.24524185832424247,26440,933.4,45.31819155774586
ENSMUSG00000030413,Pglyrp1,0.1577166611044475,6.8308424954886995,0.1105965779791077,0.24524234299338982,21946,702,54.87891737891741
ENSMUSG00000052962,Mrpl35,-0.2709935418253025,4.170958303488469,0.11061533282633501,0.24524234299338982,66223,1650,44.58585858585862
ENSMUSG00000036138,Acaa1a,0.10603610862720513,6.432134639996578,0.1107011705085233,0.24535280676484736,113868,1192.6,58.54435686734865
ENSMUSG00000024259,Slc25a46,0.11119270418839809,5.795428142384006,0.11071135405986758,0.24535280676484736,67453,3097,42.50887956086538
ENSMUSG00000030759,Far1,-0.12255989133802353,7.082023687927164,0.11074108847376012,0.24536702041517713,67420,1856.3636363636363,38.903036238981386
ENSMUSG00000044795,Cyb5d1,-0.26082489753416166,3.61831814779043,0.11076396750995804,0.24536702041517713,327951,855,50.292397660818736
ENSMUSG00000023827,Agpat4,-0.15646246589425708,5.410681038102713,0.11079380502122062,0.24537807498906833,68262,923.3333333333334,53.88086642599278
ENSMUSG00000042308,Setd1a,-0.18218453027536832,4.830925425427117,0.11081515964249301,0.24537807498906833,233904,2460.6666666666665,56.942562991059326
ENSMUSG00000028134,Ptbp2,0.46389314965696427,4.5194803729355595,0.11102637121954272,0.24577692849436347,56195,1459.3846153846155,40.36474804975753
ENSMUSG00000028484,Psip1,0.09755436155749828,7.591628228453455,0.11105853704246704,0.24577692849436347,101739,1401.5714285714287,43.86912649067375
ENSMUSG00000024617,Camk2a,-0.3059553363550504,2.0611733929930853,0.11106470125898557,0.24577692849436347,12322,2036.7142857142858,53.79813424984219
ENSMUSG00000028266,Lmo4,-0.2788094689773877,2.44243700325824,0.11112625902326255,0.24586192946159027,16911,1161.375,50.188354321386285
ENSMUSG00000022338,Eny2,-0.14635273674380392,5.060056351585832,0.11115154039650661,0.24586665183083992,223527,1311.7,39.42974765571396
ENSMUSG00000026447,Pik3c2b,-0.4572651692103111,1.9504231444110525,0.1112134228481366,0.2459523167797016,240752,3562,55.467434025828176
ENSMUSG00000025532,Crcp,-0.11636297071692707,5.1309243750458124,0.11126599166148833,0.2460173529201351,12909,814.5,52.03601391446698
ENSMUSG00000011306,Sugp1,0.10921777945066438,6.304988994605633,0.11130447427665757,0.24605122284425737,70616,2627.6666666666665,50.86895851833057
ENSMUSG00000036026,Tmem63b,0.35923063634408475,3.8526002714992647,0.11136166475178788,0.24611800060317943,224807,1100.6666666666667,57.187563093074914
ENSMUSG00000006740,Kif5b,0.11033765069872939,7.597642162451726,0.11141511374970735,0.24611800060317943,16573,1950.4285714285713,42.064015234746954
ENSMUSG00000029624,Ptcd1,-0.17563633313399216,4.522373540367846,0.11142834122271404,0.24611800060317943,71799,1680,56.220238095238095
ENSMUSG00000002949,Timm44,0.16564692211289464,5.501594041663123,0.11145114303079849,0.24611800060317943,21856,1114.2222222222222,53.22098125249304
ENSMUSG00000025759,Mfsd8,0.24345802772459765,3.9038382567122136,0.11148275688330207,0.24611800060317943,72175,1819.857142857143,43.488499882251354
ENSMUSG00000031861,Lpar2,-0.1794206319379954,4.086283721863331,0.11148502775346088,0.24611800060317943,53978,4329,51.96735196735195
ENSMUSG00000037697,Ddhd1,0.2716155513881439,5.1577471235346435,0.11150950814624598,0.24611800060317943,114874,3331.6153846153848,46.59555309274781
ENSMUSG00000033721,Vav3,-0.135989358424364,5.162819932690429,0.11152128941318758,0.24611800060317943,57257,2016.5,45.24340854616085
ENSMUSG00000032067,Pts,0.2564922243698591,5.767300512584915,0.11154321736995912,0.24611800060317943,19286,1099.1666666666667,46.30022744503412
ENSMUSG00000043467,Zbtb37,0.35859962628978603,6.096441750975246,0.1116068926318129,0.24620735483595363,240869,4812.428571428572,43.40843648885329
ENSMUSG00000027363,Usp8,0.09866783599646123,6.215451203445134,0.11163044119577281,0.2462081699297132,84092,3920.6666666666665,46.1826220030607
ENSMUSG00000025757,Hspa4l,-0.15545880187180233,5.535609571232779,0.11190905047345098,0.24675085195294824,18415,2340.125,42.43897227712193
ENSMUSG00000061983,Rps12,0.10343351130202191,9.964436441652335,0.11192295280637402,0.24675085195294824,20042,701.3333333333334,48.35234474017744
ENSMUSG00000085438,Oip5os1,0.10721710482089451,7.953243121543265,0.11196743653189663,0.24679769886735964,"NA",4840.5,40.347071583514136
ENSMUSG00000045251,Zfp688,0.22145425302547433,3.926109159922306,0.11200977897959263,0.24680123830984022,69234,1196.1666666666667,56.249129162602756
ENSMUSG00000021635,Rad17,-0.16744704380522868,4.531943413302148,0.11201551213441344,0.24680123830984022,19356,2690.2,41.05270983569995
ENSMUSG00000036257,Pnpla8,-0.15053725459436634,4.883417570788854,0.11203904678074993,0.24680189857012144,67452,3195.285714285714,39.61192828720884
ENSMUSG00000114003,Gm9616,-0.2811426563239655,2.9716917620538994,0.11212235949167812,0.24693421159456874,"NA",781,47.887323943662
ENSMUSG00000053175,Bcl3,-0.13171412984694092,6.135343973816459,0.1121653445593437,0.24697767203759302,12051,767.8333333333334,59.32276969828524
ENSMUSG00000052917,Senp7,-0.1360448271738286,5.816574386402459,0.11221663123080901,0.24703939003806283,66315,1837.5333333333333,41.954794470848604
ENSMUSG00000000346,Dazap2,-0.10339070343034151,8.51882364831809,0.11224968898359546,0.24706096070943862,23994,967,53.98138572905899
ENSMUSG00000023940,Sgo1,-0.30305090821428465,3.955400754965138,0.11246661582563121,0.24748379617507063,72415,1505.3333333333333,42.205491585473894
ENSMUSG00000036890,Gtdc1,-0.2127717542647506,3.5794760388544224,0.11249769090317692,0.24748379617507063,227835,1219.3846153846155,43.57809740095886
ENSMUSG00000000826,Dnajc5,0.10641965402663077,7.5596069625202045,0.11251169758326268,0.24748379617507063,13002,2716.6666666666665,50.2638036809816
ENSMUSG00000043019,Edem3,0.12278784682271139,5.476026427206041,0.11284614172792,0.24816805743974457,66967,3957.75,46.914282104731214
ENSMUSG00000066829,Zfp810,0.2149869762274645,3.386686414228374,0.11320711902530295,0.24891037430899773,235050,1828,45.021881838074385
ENSMUSG00000058587,Tmod3,-0.10731548389477684,7.597515172944253,0.11325914371826312,0.24897322528464216,50875,2139.8333333333335,42.495521458057496
ENSMUSG00000036452,Arhgap26,0.18668226527457032,4.322624524632132,0.11331744712671446,0.24904984965445087,71302,2058.5,49.2348797668205
ENSMUSG00000019790,Stxbp5,-0.09363405508782074,6.056328106459428,0.11338317933846521,0.24914276601844798,78808,2622.9166666666665,44.63860206513105
ENSMUSG00000028671,Gale,0.13929633079729772,4.730446964854432,0.11341295500872081,0.24915665110705948,74246,922.5714285714286,58.764323319913274
ENSMUSG00000035078,Mtmr9,-0.11067771656219247,5.59332466080404,0.11346347999293233,0.2492161051457666,210376,2018.5,49.02155065642806
ENSMUSG00000030400,Ercc2,-0.12776152127010962,5.238090395023211,0.11350202530083593,0.2492492273610666,13871,1530,58.72549019607843
ENSMUSG00000039737,Prkrip1,0.16504171805493004,4.179987254355635,0.11375352164597799,0.2497236373223223,66801,1367.75,52.03801864375799
ENSMUSG00000027566,Psma7,-0.11774576630814551,7.1419236559043355,0.1137650801169947,0.2497236373223223,26444,836.2857142857143,51.96446873932355
ENSMUSG00000040151,Hs2st1,-0.15630028555953762,3.9630938985287583,0.11386645235093967,0.24989451588257874,23908,3032,47.61433597185575
ENSMUSG00000050410,Tcf19,-0.3083660481860781,4.774631299768145,0.11389829937274513,0.24991277338097476,106795,1313,55.99771515613097
ENSMUSG00000067925,Rtl8a,-0.3059655960755442,2.6198404640247865,0.11395801533380377,0.24997554852486067,66158,1195,59.7489539748954
ENSMUSG00000024339,Tap2,-0.09289726359563594,8.954181954953924,0.11397397679400303,0.24997554852486067,21355,1420.2,57.851006900436545
ENSMUSG00000113204,Gm46430,0.19039697403972378,4.1519951283388465,0.114009120281146,0.25000100652897045,108168101,1310.5,42.12132773750476
ENSMUSG00000022299,Slc25a32,-0.12541267385102148,5.2957578346598995,0.11411055271992357,0.2501285584153674,69906,2343.5,44.34606358011519
ENSMUSG00000027099,Mtx2,-0.15924178770974118,4.934849648131293,0.11411438468093302,0.2501285584153674,53375,1544,42.94041450777201
ENSMUSG00000031167,Rbm3,-0.18505371067297366,8.958067450659703,0.1143445145837732,0.2504698095834057,19652,1395.8181818181818,45.10225348443404
ENSMUSG00000022808,Snx4,-0.11591330731885865,7.043554654664668,0.11435563266444976,0.2504698095834057,69150,1715.25,44.993441189330994
ENSMUSG00000038126,Mphosph9,-0.21433931007679558,4.903964421066657,0.11436439243829012,0.2504698095834057,269702,2505.818181818182,47.50399071252358
ENSMUSG00000030309,Caprin2,0.25950517196482614,2.5831404194813032,0.1148760379678023,0.2515385024312505,232560,1998.909090909091,42.23667454975441
ENSMUSG00000054484,Tmem62,0.1751511461760041,4.4528771004193475,0.11496541903455434,0.2516823332615491,96957,1409.5714285714287,47.734873821830355
ENSMUSG00000052423,B4galt3,0.334490343033051,4.172619484125571,0.11504409033406775,0.2518026638220622,57370,1413.8181818181818,54.3531378600823
ENSMUSG00000020522,Mfap3,-0.1021471256637889,5.719208047556387,0.1150744580193843,0.2518172420852699,216760,2887.75,45.390009522985025
ENSMUSG00000020455,Trim11,0.22803403857011692,5.449900915072939,0.11523408933258007,0.2521146234584275,94091,2691.3333333333335,58.273470398810986
ENSMUSG00000045757,Zfp764,-0.20389857527499494,3.5404080618494427,0.11526236353353848,0.2521245521938315,233893,2456.5,52.493384897211506
ENSMUSG00000014504,Srp19,0.13127203145845248,5.261388913519239,0.11532986088205736,0.252220255772949,66384,1209.3333333333333,44.69404630650495
ENSMUSG00000022895,Ets2,0.12546533744643343,5.382883516044169,0.11549377899646036,0.2525267436188559,23872,1746,52.329133256968284
ENSMUSG00000027248,Pdia3,0.08644067068056215,9.475845705621673,0.11556873088575283,0.2526386210060643,14827,1157,47.126188418323274
ENSMUSG00000019189,Rnf145,-0.18084091063638655,6.835636814976672,0.11563630226442752,0.25273432153348746,74315,1698.8333333333333,48.64122436966546
ENSMUSG00000010755,Cars,0.14645070966035187,4.577408399148705,0.11573359944274411,0.25285560996114803,27267,1115.5454545454545,53.03561241952572
ENSMUSG00000034850,Tmem127,-0.09214167997060942,7.3176702344151305,0.11573940648005099,0.25285560996114803,69470,2093.3333333333335,53.67834394904457
ENSMUSG00000030619,Eed,0.1287388427534083,6.2537776266136955,0.11584235360620118,0.25302847625027125,13626,975.5,46.05330599692466
ENSMUSG00000036943,Rab8b,0.14235026981987672,8.20877800100485,0.11595834156008485,0.25320691831567593,235442,4733,40.6084935558842
ENSMUSG00000030534,Vps33b,0.23459397505338847,5.019928904687158,0.11601472543670883,0.25324874919620244,233405,1526.7142857142858,51.61411060166557
ENSMUSG00000108129,4930417O13Rik,-0.3786010467464861,4.709230372071129,0.11633255205399742,0.25389035708189045,"NA",1386.25,47.953110910730395
ENSMUSG00000035614,Togaram1,-0.132376467111657,5.121163884131246,0.11651446413513958,0.2542351351773732,328108,3026.625,41.333168132821214
ENSMUSG00000030672,Mylpf,-0.2314461906021334,1.7873718573953012,0.11656779793208419,0.25429927082246834,17907,433.8333333333333,52.28582404917405
ENSMUSG00000000538,Tom1l2,0.23521577318952133,4.408875513340214,0.1166590672254878,0.25443523990706807,216810,3024.3636363636365,54.58699050138273
ENSMUSG00000055541,Lair1,-0.2620717013029704,2.9565662185423665,0.11669248056986353,0.25443523990706807,52855,1945.4,44.6386347280765
ENSMUSG00000040498,Igsf23,-0.17688245703248048,5.31726749571697,0.11670198539137974,0.25443523990706807,70080,1368.25,53.937511419696726
ENSMUSG00000053646,Plxnb1,0.2797564726476273,2.7732098843867767,0.11686964005558288,0.2547320935762868,235611,1840.142857142857,58.054498874311015
ENSMUSG00000020087,Tysnd1,-0.15395450272828312,4.994228701089157,0.11691640819706897,0.2547320935762868,71767,924.75,65.1257096512571
ENSMUSG00000035674,Ndufa3,0.10696224241025178,6.123711781576303,0.11694531883650704,0.2547320935762868,66091,433.8333333333333,53.092585478294275
ENSMUSG00000008859,Rala,-0.1337978721770876,5.305217751553149,0.11699330173172028,0.2547320935762868,56044,1673.5,46.36988347774129
ENSMUSG00000024991,Eif3a,0.11960242657906603,9.045909948741663,0.11699867864900777,0.2547320935762868,13669,2368.6,43.63759182639532
ENSMUSG00000034593,Myo5a,0.206766207142985,5.805495404095851,0.11701759407640061,0.2547320935762868,17918,2841.214285714286,46.88890564899314
ENSMUSG00000051335,Gfod1,0.14431733146324296,4.528697257943239,0.11702400994964868,0.2547320935762868,328232,3684.5,52.25946532772422
ENSMUSG00000037643,Prkci,-0.16876834183243292,4.270567283898472,0.1170299959190623,0.2547320935762868,18759,1437.6,44.40734557595992
ENSMUSG00000004394,Tmed4,0.13926319828161057,4.937466633951136,0.11707102134443804,0.2547691843312069,103694,1143.6666666666667,52.40454677936464
ENSMUSG00000097412,1810014B01Rik,-0.32251471895535594,2.1132908613599737,0.11720791222934451,0.2550148389389794,"NA",1159.6666666666667,44.10750215579188
ENSMUSG00000002660,Clpp,-0.17314756792695166,4.2107640832508375,0.11723728909150295,0.25502651745442234,53895,708.5,58.08045165843331
ENSMUSG00000042167,Tent2,-0.09416658315745594,5.87850514981311,0.11731936866002793,0.2551528120202327,100715,1464,41.279599271402574
ENSMUSG00000015247,Nipsnap3b,-0.1144774117628064,4.890077645044322,0.11741882188397179,0.25531683235446234,66536,948,45.956399437412124
ENSMUSG00000025008,Tctn3,-0.24465384651981179,2.6973427927996037,0.11748220097297313,0.25540236159126495,67590,1594,52.744667503136746
ENSMUSG00000096842,Gm10736,-0.34675496411089757,6.073805429458255,0.11757729826935438,0.25555679603377984,"NA",78,51.2820512820513
ENSMUSG00000037761,Actr5,0.12488285855806934,4.677145099690656,0.11770387846611038,0.25577958205135526,109275,2099.8,58.70082865034765
ENSMUSG00000091474,2610021A01Rik,0.21043556679633849,4.346756344750811,0.1178644111237972,0.25607604314930943,"NA",1092,42.36874236874235
ENSMUSG00000037349,Nudt22,-0.1460240974538937,3.813272304829102,0.11790313492391587,0.25610779123963895,68323,887.6666666666666,58.467893353360886
ENSMUSG00000054519,Zfp867,0.2577320355122953,2.291949283956584,0.11795617484937394,0.2561706173073094,237775,3412,42.0281359906213
ENSMUSG00000009863,Sdhb,-0.14691934699563325,6.899285008830305,0.11807209673543359,0.2563699532959476,67680,1146.3333333333333,54.05641174760104
ENSMUSG00000030031,Kbtbd8,-0.21018471431587638,3.207522150206725,0.11820032175158075,0.2565706375068807,243574,2561,39.593908629441614
ENSMUSG00000027170,Eif3m,-0.17591979399840346,7.67180765015452,0.11821283185451649,0.2565706375068807,98221,1139.5,41.13646336112333
ENSMUSG00000095668,Trbd1,-0.4791614514905891,3.188485637671556,0.11827496256178259,0.25665304439862197,"NA",12,83.3333333333333
ENSMUSG00000026796,Fam129b,0.25645745665381137,4.951561798268163,0.11831352823923516,0.25665352523273427,227737,1159.3333333333333,57.94997124784357
ENSMUSG00000029125,Stx18,-0.1506666199240035,4.4671322992358995,0.1183235090439371,0.25665352523273427,71116,1130.4444444444443,50.72734421073322
ENSMUSG00000066315,Gm12918,-0.28360166182981467,1.644670623649144,0.11835590560018011,0.25666563137000886,"NA",636,58.1761006289308
ENSMUSG00000055652,Klhl25,-0.15226610871237517,5.427681593207046,0.11837741744320028,0.25666563137000886,207952,1960.3333333333333,56.67403502805642
ENSMUSG00000025237,Parp6,0.2060706317223057,4.930504213280566,0.11855267770001525,0.25698515059433347,67287,1750,47.319047619047616
ENSMUSG00000019774,Mtrf1l,0.17474820133816385,3.8469004626705323,0.11857317106597895,0.25698515059433347,108853,1270.6666666666667,45.855194123819516
ENSMUSG00000031245,Hmgn5,0.1945052859010316,6.055292312480373,0.11867496034968571,0.25712142856117215,50887,1934,40.6928645294726
ENSMUSG00000027108,Ola1,-0.17333505094360244,6.327855561999795,0.11868446283519365,0.25712142856117215,67059,1305.3333333333333,42.77323799795709
ENSMUSG00000021140,Pcnx,-0.1446381194847536,5.247785296161582,0.1187570150371402,0.2572261447235936,54604,4705.625,50.43166423163767
ENSMUSG00000038122,Tbc1d32,0.3498571438660262,2.2423057176079846,0.11887670152932645,0.25743288963190736,544696,4731,41.13999859085468
ENSMUSG00000027651,Rprd1b,-0.12661054883253128,5.63791426736788,0.11911393960620273,0.25789406165859874,70470,2758,49.759789702683115
ENSMUSG00000024963,Dnajc4,0.2109387404961158,3.8885141125090246,0.11918182770159405,0.2579884601276405,57431,699,57.25321888412018
ENSMUSG00000035765,Dym,-0.20609593330045925,5.1837208435239335,0.11921775052295781,0.2580047427078417,69190,2068.6666666666665,47.69577827908476
ENSMUSG00000079557,March2,0.12314452604004683,5.817778515274189,0.11924080559823962,0.2580047427078417,224703,1806,50.91362126245848
ENSMUSG00000036158,Prickle1,0.2712252686601946,2.4393908982503993,0.1192622186683772,0.2580047427078417,106042,4114.5,51.90181066958321
ENSMUSG00000035198,Tubg1,-0.18596190319218414,4.733992875111475,0.11942775884282048,0.258258386520295,103733,1327,56.44310474755089
ENSMUSG00000035992,Fnip1,-0.12975599265977544,5.119214723617559,0.11942809212838346,0.258258386520295,216742,4496.5,39.819859891026326
ENSMUSG00000043432,Leng9,-0.2400859564646521,2.300231443338117,0.119510031493985,0.25837980544595296,243813,2460,56.951219512195095
ENSMUSG00000067199,Frat1,-0.26643717755112745,2.8135306718668835,0.11953289060077317,0.25837980544595296,14296,2614,59.6786534047437
ENSMUSG00000020515,Cnot8,-0.10956559655351825,5.937957297220976,0.11984062743714886,0.25897597695460073,69125,1278.75,49.42326490713586
ENSMUSG00000028760,Eif4g3,0.15407055272335343,7.516155016500207,0.11985745647795305,0.25897597695460073,230861,3063.9333333333334,52.392349702996135
ENSMUSG00000029998,Pcyox1,0.1873079010130035,3.9820979737146383,0.11992316166329772,0.2590652477501624,66881,1233,49.83779399837792
ENSMUSG00000042751,Nmnat2,0.3374973228189248,1.4687649226265156,0.12007940523743214,0.2593500289613673,226518,1903,50.32404974601507
ENSMUSG00000029198,Grpel1,-0.285539038366687,5.548710617750674,0.12022466159306607,0.25961096878258744,17713,3528,47.250566893424
ENSMUSG00000022010,Tsc22d1,-0.22638513066502836,4.225787178931697,0.12025123332668095,0.2596155691861799,21807,1452.3125,52.11946464689934
ENSMUSG00000035629,Rubcn,-0.12294427616353014,4.786096115686377,0.12028400364618602,0.2596335473947954,100502698,2910.8888888888887,54.275135506527214
ENSMUSG00000018599,Mief2,-0.17000558628643023,3.9256341995173467,0.12031371779385006,0.25964492287815427,237781,1198.3333333333333,58.859527121001406
ENSMUSG00000004815,Dgkq,0.28207540192800545,4.604800711815965,0.12036771068586996,0.2597086782257385,110524,3449.818181818182,53.50479603668175
ENSMUSG00000074513,Arfip1,-0.2457937496943995,3.2971289200927103,0.12045601495182567,0.2598464238055021,99889,1952,42.1789617486339
ENSMUSG00000031838,Ifi30,0.21981150666357435,5.247141491388494,0.1207135896188302,0.2602826593387898,65972,980.5,53.39112697603261
ENSMUSG00000090100,Ttbk2,0.3455938810091167,2.704993150349807,0.120722976977977,0.2602826593387898,140810,6461.833333333333,43.73629774831705
ENSMUSG00000003421,Nosip,0.09182523880805875,5.742807792352588,0.12073175132387662,0.2602826593387898,66394,764.9,59.18420708589357
ENSMUSG00000028970,Abcb1b,-0.15711835605810145,4.244114121476515,0.12076584606486006,0.2603033313516525,18669,1586.4444444444443,45.11836391651492
