gs_name	DE
GO_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	cd40
GO_MONOCARBOXYLIC_ACID_BINDING	adh5
GO_AMINE_TRANSPORT	cnr1;avp;agtr2
GO_CENTROMERE_COMPLEX_ASSEMBLY	rsf1b.1;rbbp4
GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	hnrnpd;cct5;prkcq
GO_PROTEIN_LOCALIZATION_TO_NUCLEOPLASM	cct5
GO_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING	rps21
GO_TAURINE_METABOLIC_PROCESS	stat5a
GO_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	fkbp1aa;ppp2r1bb;trib3;gbp1;zgc:56064;cd2bp2;per1a;spred1;ppp2r5a;gmfb;fkbp1ab;dusp2;tbc1d10c;si:ch211-76m11.3
GO_NETRIN_ACTIVATED_SIGNALING_PATHWAY	siah2l
GO_PURINE_NUCLEOTIDE_SALVAGE	aprt
GO_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	mgst3a
GO_LONG_TERM_MEMORY	mecp2;npas4a
GO_PYRIMIDINE_RIBONUCLEOTIDE_SALVAGE	uck1
GO_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	cnr1
GO_PEPTIDYL_THREONINE_DEPHOSPHORYLATION	zgc:56064
GO_RESPONSE_TO_TUMOR_CELL	txnipa
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	gbp1;mff;ppp2r5a;gpc4;nkd2a
GO_DNA_DOUBLE_STRAND_BREAK_PROCESSING	rad50
GO_REELIN_MEDIATED_SIGNALING_PATHWAY	stat5a
GO_BONE_RESORPTION	tfr1a
GO_CHROMATIN_DISASSEMBLY	hist2h2l
GO_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	psmd14;psmb10;pkz
GO_REGULATION_OF_AMYLOID_BETA_FORMATION	tmed10
GO_PLATELET_DEGRANULATION	lamp2;ntd5;clec3ba
GO_LEUKOCYTE_TETHERING_OR_ROLLING	ccl25b;selplg
GO_PROTEIN_DEMETHYLATION	kdm4aa
GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION	fkbp1aa;cd2bp2;spred1;fkbp1ab
GO_REGULATION_OF_AMINO_ACID_TRANSPORT	avp
GO_ENDOCRINE_PANCREAS_DEVELOPMENT	neurod1
GO_VESICLE_LUMEN	psmd14;mif;dynlt1;fuca2;ntd5;gmfb;clec3ba;aprt
GO_REGULATION_OF_MICROTUBULE_BINDING	zgc:56064
GO_ENDODERM_DEVELOPMENT	mmp2;gata4
GO_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	uck1;nme2b.1
GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION	glulb;rbp4
GO_WOUND_HEALING	prdx2;ifrd1;cd40;gnas;prkcq;ptpn12;ntd5;irf1b;cd59;gata4;si:ch211-76m11.3
GO_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	nucks1a
GO_REGULATION_OF_TRANSFERASE_ACTIVITY	hnrnpd;rps7;prdx2;ccnt1;rps2;ppp2r1bb;trib3;rpl11;rpl23;uba52;cd40;rplp1;rad50;prkcq;mif;daxx;higd1a;pih1d1;mt2;si:ch211-113e8.10;zgc:56064;spred1;cdk5r2a;bmi1a;ppp2r5a;gmfb;TXN;pkz;dusp2;ten1
GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_COMPLEX	creb1b;nr1d1;neurod1;gata4
GO_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	phospho1
GO_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	cd40;neurod1;angptl4
GO_SEX_CHROMOSOME	h2afx
GO_NUCLEOTIDE_PHOSPHORYLATION	nme2b.1
GO_P53_BINDING	znf385b;daxx
GO_REGULATION_OF_STEROL_TRANSPORT	lipg
GO_NUCLEOSIDE_SALVAGE	uck1;aprt
GO_HISTONE_UBIQUITINATION	cbx8b;bmi1a
GO_FATTY_ACID_METABOLIC_PROCESS	cbr1;cnr1
GO_HISTONE_METHYLTRANSFERASE_COMPLEX	kdm4aa;rbbp4
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	mif
GO_LEUKOCYTE_DIFFERENTIATION	creb1b;prdx2;acin1b;gnas;mt2;stat5a;nme2b.1;irf1b;jagn1a;hcls1;nfatc2a;tfr1a;fstl3;blnk
GO_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	hnrnpd;prdx2;cbx8b;mt2;mmp2;TXN;srxn1;vrk2;gsr
GO_BLOOD_VESSEL_MORPHOGENESIS	nr4a1;glulb;thbs2a;vezf1b;cd40;mecp2;mmp2;spred1;ntd5;angptl4;si:rp71-1g18.13;gata4
GO_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	pih1d1;mecp2;atf7ip;mphosph8
GO_PRONUCLEUS	tet3
GO_ACTIN_BASED_CELL_PROJECTION	enah;pvalb7;ube2kb;ctsla;def6a;tbc1d10c
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	uba52;fstl3;agtr2
GO_MITOCHONDRIAL_DNA_REPLICATION	rrm2b
GO_MICROFIBRIL	mfap1
GO_NUCLEOTIDYLTRANSFERASE_ACTIVITY	pole4;twistnb;tent5bb;ugp2a
GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	rbp4;cd40;tfr1a
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	siah2l;TXN
GO_REGULATION_OF_MITOCHONDRION_ORGANIZATION	siah2l;higd1a;mff;slc25a5;avp
GO_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE	tmed10
GO_PEPTIDE_METABOLIC_PROCESS	sec11a;tmed10;gsr
GO_CARBON_SULFUR_LYASE_ACTIVITY	mgst3a
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	otud4;uba52;nr1d1;ctsla;irf1b;si:ch211-76m11.3
GO_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	prkcq
GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	cd59
GO_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	tbc1d10c
GO_ICOSANOID_METABOLIC_PROCESS	cbr1
GO_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	si:ch211-165d12.4
GO_SODIUM_CHANNEL_REGULATOR_ACTIVITY	fxyd1
GO_TELENCEPHALON_DEVELOPMENT	h2afx;rpgrip1l;cdk5r2a;nme2b.1;neurod1;tmem14ca
GO_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS	hnrnpd
GO_CERAMIDE_METABOLIC_PROCESS	ppp2r1bb;zgc:56064
GO_STEROID_BIOSYNTHETIC_PROCESS	nr1d1;cyp3c1;cnbpa;snai1b
GO_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	cnr1
GO_LYSOSOMAL_PROTEIN_CATABOLIC_PROCESS	lamp2
GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	otud4;uba52;psmd14;ccl25b;cd40;gbp1;mif;sharpin;ube2kb;mt2;mmp2;rplp0;stat5a;irf1b;jagn1a;vrk2;psmb10;cmklr1
GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	znf385b;rps7;rrp8;rpl11;rpl23;rrm2b;rad50;mif;spred1;rbbp4;hint1;snai1b
GO_HEART_GROWTH	rbp4;agtr2;gata4
GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	tmem258;atp5mc1;rrm2b;atp5mc3b;uck1;tet2;atp5mf;mt2;tet3;ddost;itm2cb;cyc1;tpi1b;nme2b.1;gpc4;aprt;ugp2a;pigw
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	gata4
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS	mt2
GO_PROTEIN_MATURATION	atp6ap2;fkbp1aa;hist2h2l;sec11a;ntd5;clec3ba;nkd2a;fkbp1ab
GO_PHOSPHOLIPASE_ACTIVITY	plch1;lipg
GO_DEFENSE_RESPONSE_TO_VIRUS	cd40;gbp1;irf1b;pkz
GO_PEPTIDE_HORMONE_SECRETION	glulb;pim3;rbp4;nr1d1;slc25a5;jagn1a;ucp2;neurod1;cnr1
GO_REGULATION_OF_RESPONSE_TO_FOOD	mt2
GO_INTERLEUKIN_4_PRODUCTION	prkcq
GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	uck1;aprt
GO_HOMOLOGOUS_RECOMBINATION	rad50
GO_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	cbr1
GO_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	sema6d
GO_ESTABLISHMENT_OF_SPINDLE_ORIENTATION	dynlt1
GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	sult2st1
GO_ENDOPLASMIC_RETICULUM_LUMEN	COLGALT1;fuca2;mttp;fstl3;selenof
GO_CORECEPTOR_ACTIVITY	gpc4
GO_RESPONSE_TO_AMINE	rrm2b;nme2b.1
GO_NUCLEOTIDE_EXCISION_REPAIR_COMPLEX	xpa
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	psmd14;ctsla;psmb10
GO_NEURON_MATURATION	mecp2;tbx6
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_TELOMERE	cct5
GO_NEGATIVE_REGULATION_OF_GLUCONEOGENESIS	pgp
GO_SMN_SM_PROTEIN_COMPLEX	snrpb
GO_ORGANOPHOSPHATE_ESTER_TRANSPORT	slc25a5;mttp
GO_RESPONSE_TO_XENOBIOTIC_STIMULUS	cbr1;cyp3c1;mgst3a;cnr1;agtr2
GO_MYOSIN_BINDING	si:ch211-106h4.9;nkd2a
GO_URIDYLYLTRANSFERASE_ACTIVITY	ugp2a
GO_DNA_INTEGRATION	banf1
GO_RNA_DESTABILIZATION	hnrnpd
GO_PROTEIN_KINASE_C_ACTIVITY	prkcq
GO_PROTEIN_TARGETING_TO_MITOCHONDRION	siah2l;mff;slc25a5;MTERF4
GO_RESPONSE_TO_ERYTHROPOIETIN	cd40;mt2
GO_PALMITOYLTRANSFERASE_COMPLEX	sptssa
GO_ACTIN_CYTOSKELETON_REORGANIZATION	gmfb;hcls1
GO_ENZYME_ACTIVATOR_ACTIVITY	ccnt1;psmd14;rplp1;gnas;daxx;mt2;chn1;cdk5r2a;ppp2r5a;ntd5;gmfb;tbc1d10c
GO_ACYLGLYCEROL_METABOLIC_PROCESS	ntd5
GO_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	mt2;slc25a5
GO_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	fkbp1aa;fkbp1ab
GO_NUCLEAR_RECEPTOR_TRANSCRIPTION_COACTIVATOR_ACTIVITY	nr1d1
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	cnr1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	mif;snai1b
GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY	daxx
GO_SIRNA_BINDING	mecp2
GO_AZUROPHIL_GRANULE_LUMEN	fuca2
GO_NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	cnr1
GO_MUSCLE_FILAMENT_SLIDING	tnnt1
GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	h2afx;hist2h2l;rsf1b.1;daxx;hirip3;rbbp4;h1fx;zgc:114046;si:dkey-108k21.21
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	per1a
GO_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	atp6ap2;creb1b
GO_REGULATION_OF_TRANSLATIONAL_INITIATION_BY_EIF2_ALPHA_PHOSPHORYLATION	pkz
GO_REGULATION_OF_TRANSLATIONAL_ELONGATION	eif5a
GO_ENDOTHELIAL_CELL_CHEMOTAXIS	nr4a1
GO_RRNA_TRANSCRIPTION	pih1d1
GO_O_ACYLTRANSFERASE_ACTIVITY	pigw
GO_RESPONSE_TO_ANTIBIOTIC	hnrnpd;txnipa;rpl23;rbp4;psmd14;cbx8b;daxx;TXN;jagn1a;cnr1;avp
GO_MEMBRANE_PROTEIN_PROTEOLYSIS	adam19b;prkcq
GO_MODIFICATION_DEPENDENT_PROTEIN_BINDING	kdm4aa;rrp8;cbx8b;sharpin;mphosph8
GO_GRANULAR_COMPONENT	clec3ba
GO_REGULATION_OF_ORGANELLE_ASSEMBLY	smc1a;mdm1;smc1al;alms1
GO_R_SMAD_BINDING	zc3h3
GO_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY	hnrnpd;prkcq
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	rpl39;hist2h2l;cd40;gbp1;irf1b;jagn1a;calcoco2;rps19;zgc:114046;pkz
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	prkcq
GO_STEREOCILIUM_BUNDLE	pvalb7
GO_AGGRESOME	prkcq
GO_METHYL_CPG_BINDING	mecp2
GO_B_CELL_APOPTOTIC_PROCESS	mif
GO_VARICOSITY	cd40
GO_PROTEIN_PALMITOYLATION	glulb
GO_CARBON_CARBON_LYASE_ACTIVITY	ddt
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	nr4a1;cd40;mecp2;spred1;stat5a;agtr2
GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS	uba52;psmd14;higd1a;mt2;psmb10
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	atp6ap2;mecp2;kcnk6;avp;agtr2
GO_HEAD_MORPHOGENESIS	atp6ap2;ankrd11;mmp2
GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	ddt;prdx2;ccnt1;uba52;ccl25b;cd40;rplp1;rad50;mif;daxx;ube2kb;higd1a;pih1d1;mt2;si:ch211-113e8.10;zgc:56064;cdk5r2a;ppp2r5a;TXN;hcls1;pkz;avp;agtr2
GO_OPIOID_RECEPTOR_BINDING	gnas
GO_INTRACELLULAR_TRANSPORT	upf3a;rpl3;rps11;rps7;rpl39;tuba1c;rps23;rps16;txnipa;rpl29;mid1ip1b;rps2;rps5;rpl34;siah2l;rps15;rpl11;tuba1a;rpl23;uba52;vps37c;rpl7;rpl4;atp5mc1;cluap1;banf1;anp32a;zc3h3;oaz1a;rpl8;rplp1;snrpb;atp5mc3b;cplx2;rps18;rpl37;ssr3;rps21;atp5mf;rpl31;rpgrb;lamp2;dynlt1;rplp0;rbm27;tmed10;mff;cyc1;alms1;rpl32;ssr2;slc25a5;TXN;hcls1;neurod1;rpl10;wdr60;rps19;MTERF4;cnr1;si:dkeyp-20g2.1;cd59;agtr2;tbc1d10c;rab36
GO_REPLICATION_FORK_PROCESSING	nucks1a
GO_IONOTROPIC_GLUTAMATE_RECEPTOR_BINDING	gnas
GO_SPHINGOLIPID_METABOLIC_PROCESS	ppp2r1bb;zgc:56064
GO_POSITIVE_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY	eif5a;calcoco2
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	angptl4
GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	ten1
GO_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	pih1d1;mecp2
GO_MAST_CELL_MEDIATED_IMMUNITY	cplx2
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	gbp1;ppp2r5a;nkd2a
GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS	agtr2
GO_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	ifrd1;mt2;itm2cb;cbfa2t2;sema6d;tbx6;pmp22b
GO_COENZYME_BINDING	cbr1;plpbp;acbd7;gcat;gpt2;gsr
GO_ASSOCIATIVE_LEARNING	creb1b;mecp2
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	mdm1
GO_RECEPTOR_ANTAGONIST_ACTIVITY	agtr2
GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	gbp1
GO_HISTONE_MRNA_METABOLIC_PROCESS	snrpb
GO_POSITIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	glulb;rbp4
GO_REGULATION_OF_CENTROSOME_CYCLE	mdm1;alms1
GO_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	ccnt1
GO_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	creb1b;stat5a
GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	snai1b
GO_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	tsc22d3;prkcq;mif;hcls1
GO_POLYOL_CATABOLIC_PROCESS	tpi1b
GO_HISTONE_MONOUBIQUITINATION	bmi1a
GO_RESPONSE_TO_LIGHT_INTENSITY	rdh12
GO_PEPTIDYL_CYSTEINE_MODIFICATION	adh5
GO_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	rps7;trib3;rpl11;rpl23;ube2kb;nkd2a
GO_TROPHOBLAST_GIANT_CELL_DIFFERENTIATION	MDFI;snai1b
GO_MUSCLE_ORGAN_MORPHOGENESIS	fkbp1aa;xirp2a;fkbp1ab
GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	atp5mc1;atp5mc3b;atp5mf;slc25a5
GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	cct5;prkcq
GO_REGULATION_OF_AXONOGENESIS	ifrd1;mt2;chn1;sema6d
GO_CARDIOLIPIN_METABOLIC_PROCESS	mecp2
GO_REGULATION_OF_HORMONE_SECRETION	glulb;creb1b;pim3;rbp4;nr1d1;gnas;slc25a5;jagn1a;ucp2;neurod1;cnr1;agtr2
GO_SKELETAL_SYSTEM_MORPHOGENESIS	ankrd11;gnas;mef2d;mmp2;wdr60;MDFI;phospho1
GO_PROTEIN_TRANSPORT_ALONG_MICROTUBULE	cluap1;rpgrb;wdr60
GO_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	ube2kb
GO_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	slc12a7b;slc12a9
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	usf3;zgc:56064
GO_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	ddt
GO_CHYLOMICRON_ASSEMBLY	mttp
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I	pih1d1
GO_CARBON_OXYGEN_LYASE_ACTIVITY	tpi1b;apip
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	glulb;rrp8;cd40;higd1a;lamp2;ctsla;irf1b;ucp2;pkz
GO_T_HELPER_17_TYPE_IMMUNE_RESPONSE	prkcq
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY	kdm4aa;mt2;gata4
GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING	gsr
GO_MITOTIC_SPINDLE_ORGANIZATION	smc1a;smc1al;mecp2
GO_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS	nr1d1
GO_ENDOTHELIAL_CELL_ACTIVATION	si:rp71-1g18.13
GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	atp6ap2;fkbp1aa;ddt;rps7;prdx2;crtc3;ndufs3;ppp2r1bb;trib3;rpl11;rpl23;uba52;ccl25b;magi3b;cd40;rrm2b;rad50;gbp1;mif;sharpin;daxx;pih1d1;mt2;si:ch211-113e8.10;zgc:56064;per1a;spred1;chn1;rbbp4;TXN;hcls1;hint1;vrk2;apip;fkbp1ab;pkz;snai1b;dusp2;cmklr1;tbc1d10c;si:ch211-76m11.3
GO_DEPHOSPHORYLATION	fkbp1aa;ppp2r1bb;pgp;zgc:56064;cd2bp2;spred1;ptpn12;ppp2r5a;fkbp1ab;pkz;dusp2;phospho1;agtr2
GO_PSEUDOURIDINE_SYNTHESIS	pusl1
GO_RESPONSE_TO_MINERALOCORTICOID	npas4a
GO_T_CELL_PROLIFERATION	prdx2;prkcq;stat5a;irf1b;psmb10;tfr1a
GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	rrm2b
GO_RESPONSE_TO_WOUNDING	prdx2;ifrd1;cd40;gnas;prkcq;ptpn12;ntd5;irf1b;cd59;gata4;si:ch211-76m11.3
GO_PHOTOPERIODISM	per1a
GO_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	agtr2
GO_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS	nr4a1;creb1b;hnrnpd;smc1a;slc5a5;trib3;rpl23;nucks1a;uba52;nr1d1;smc1al;prkcq;daxx;mt2;mmp2;per1a;spred1;klf11b;ptpn12;stat5a;npas4a;ctsla;ucp2;clec3ba;aprt;klf9;fstl3;agtr2;gata4
GO_DNA_BIOSYNTHETIC_PROCESS	hnrnpd;cct5;uba52;rad50;prkcq;pole4;usp43a;ten1
GO_REGULATION_OF_HAIR_CYCLE	per1a
GO_BASAL_TRANSCRIPTION_MACHINERY_BINDING	elof1
GO_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	cd40;mif;nfatc2a;tfr1a
GO_AMMONIUM_ION_METABOLIC_PROCESS	mecp2
GO_SKELETAL_SYSTEM_DEVELOPMENT	rbp4;ankrd11;gnas;mef2d;mmp2;wdr60;dlb;MDFI;snai1b;phospho1;cmklr1
GO_PROTEIN_ANTIGEN_BINDING	ppp2r1bb
GO_NEUROTRANSMITTER_UPTAKE	glulb
GO_REGULATION_OF_MITOCHONDRIAL_FISSION	mff
GO_CILIARY_TIP	cluap1;wdr60
GO_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	mtx3
GO_REGULATION_OF_VASOCONSTRICTION	avp
GO_ERROR_FREE_TRANSLESION_SYNTHESIS	uba52
GO_REGULATION_OF_ENTRY_OF_BACTERIUM_INTO_HOST_CELL	fuca2
GO_PROGESTERONE_METABOLIC_PROCESS	stat5a
GO_STRIATED_MUSCLE_ADAPTATION	kdm4aa;tnnt1
GO_REGULATION_OF_CELL_CELL_ADHESION	adam19b;prdx2;ccl25b;prkcq;stat5a;irf1b;tfr1a;fstl3
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	cnr1
GO_EMBRYONIC_BRAIN_DEVELOPMENT	rpl10
GO_POLYNUCLEOTIDE_ADENYLYLTRANSFERASE_ACTIVITY	tent5bb
GO_CEREBRAL_CORTEX_CELL_MIGRATION	cdk5r2a
GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	atp6ap2;psmd14;cd40;cplx2;mif;lamp2;dynlt1;fuca2;ddost;gmfb;tfr1a;aprt;cd59;CABZ01079192.1;tbc1d10c
GO_HISTONE_H4_K16_ACETYLATION	pih1d1
GO_MACROPHAGE_DIFFERENTIATION	hcls1
GO_LUTEINIZATION	stat5a
GO_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	nr1d1;pgp
GO_REGULATION_OF_MAP_KINASE_ACTIVITY	prdx2;ppp2r1bb;trib3;uba52;cd40;mif;daxx;zgc:56064;spred1;pkz;dusp2
GO_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	spred1
GO_POTASSIUM_ION_TRANSPORT	fxyd1;slc12a7b;slc12a9;kcnk6
GO_NEGATIVE_REGULATION_OF_CELL_AGING	mif
GO_ATRIAL_SEPTUM_DEVELOPMENT	gata4
GO_RECEPTOR_INHIBITOR_ACTIVITY	agtr2
GO_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	cmklr1
GO_REGULATION_OF_RNA_SPLICING	rbfox3a;rbm19;akap17a;nsrp1
GO_POSITIVE_REGULATION_OF_DNA_BINDING	nme2b.1;TXN;neurod1
GO_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	glulb;pigw
GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	rps7;rpl11;rpl23
GO_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	agtr2
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	nr4a1;glulb;stat5a;nme2b.1
GO_ACTOMYOSIN	xirp2a
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	mid1ip1b
GO_ENERGY_HOMEOSTASIS	crtc3
GO_OOGENESIS	ppp2r1bb
GO_INTRACELLULAR_LIPID_TRANSPORT	mid1ip1b
GO_MODULATION_BY_SYMBIONT_OF_HOST_CELLULAR_PROCESS	slc25a5
GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS	ddt;mif;sema6d
GO_M_BAND	ppp2r5a
GO_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE	daxx
GO_IMPORT_INTO_NUCLEUS	txnipa;rpl23;snrpb;hcls1;agtr2
GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	upf3a;fkbp1aa;ddt;hnrnpd;prdx2;ccnt1;rps2;trib3;uba52;psmd14;ccl25b;cd40;rplp1;rad50;prkcq;mif;eif5a;daxx;ube2kb;higd1a;pih1d1;mt2;si:ch211-113e8.10;mecp2;zgc:56064;stat5a;cdk5r2a;bmi1a;ppp2r5a;TXN;irf1b;hcls1;clec3ba;nkd2a;hspe1;fkbp1ab;pkz;avp;agtr2
GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY	psmd14;gpc4;psmb10
GO_INTRACILIARY_TRANSPORT_INVOLVED_IN_CILIUM_ASSEMBLY	cluap1;wdr60
GO_RESPONSE_TO_PROGESTERONE	txnipa
GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	cd40
GO_RESPONSE_TO_GLUCAGON	creb1b;cyc1
GO_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	avp
GO_HISTONE_DEACETYLASE_BINDING	hnrnpd;mef2d;rbbp4
GO_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	rbm19
GO_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS	ugp2a
GO_RECOMBINATIONAL_REPAIR	h2afx;nucks1a;psmd14;rad50
GO_RESPONSE_TO_INTERFERON_GAMMA	ccl25b;cd40;gbp1;mt2;irf1b;calcoco2
GO_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	creb1b;mid1ip1b;nr1d1;avp
GO_REGULATION_OF_PROTEIN_ACETYLATION	pih1d1;mecp2
